Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
mobly-snippet-lib,Mobly Snippet Lib is a library for triggering device-side code from host-side Mobly tests.,41,23,2025-05-08T03:51:56Z,,https://github.com/google/mobly-snippet-lib
mobly-wifi,,5,0,2025-03-18T04:43:34Z,Python,https://github.com/google/mobly-wifi
mobly-windows,Mobly Windows controller module for using Python code to operate Windows devices in Mobly tests.,4,1,2024-05-02T05:23:30Z,Python,https://github.com/google/mobly-windows
mockable_filesystem.dart,Utility library that can be used to write code that can in turn be tested with mocked files and directories.,12,8,2024-10-25T12:34:29Z,Dart,https://github.com/google/mockable_filesystem.dart
model-verifier-in-kotlin,,6,2,2025-02-11T18:25:13Z,Kotlin,https://github.com/google/model-verifier-in-kotlin
model-viewer,Easily display interactive 3D models on the web and in AR! ,7452,855,2025-06-25T11:59:41Z,TypeScript,https://github.com/google/model-viewer
model_search,,3258,523,2025-06-23T00:16:11Z,Python,https://github.com/google/model_search
modem,,41,19,2025-01-19T06:06:04Z,Jupyter Notebook,https://github.com/google/modem
modernstorage,ModernStorage is a group of libraries that provide an abstraction layer over storage on Android to simplify its interactions,1236,58,2025-06-20T01:44:40Z,Kotlin,https://github.com/google/modernstorage
module-server,module-server,566,44,2025-01-02T01:13:21Z,JavaScript,https://github.com/google/module-server
MOE,Make Opensource Easy - tools for synchronizing repositories,422,76,2025-06-09T10:25:28Z,Java,https://github.com/google/MOE
MOE-py,A system for synchronizing repositories,7,15,2024-10-25T12:23:34Z,Java,https://github.com/google/MOE-py
monologue,A monitor that checks that Certificate Transparency Logs are complying with RFC 6962 and the Chromium Certificate Transparency Log Policy.,40,15,2023-10-29T03:44:00Z,Go,https://github.com/google/monologue
mono_repo.dart,Allows easy management of repositories with multiple Dart packages,165,33,2025-05-08T14:08:24Z,Dart,https://github.com/google/mono_repo.dart
monster-mash,,1312,182,2025-05-16T06:50:24Z,C++,https://github.com/google/monster-mash
moodle-on-gcp,,70,26,2025-06-09T06:45:42Z,Shell,https://github.com/google/moodle-on-gcp
moriarty,,6,0,2025-04-13T12:07:23Z,C++,https://github.com/google/moriarty
morphie,A tool for data analysis with graphs.,23,15,2024-07-25T15:10:46Z,C++,https://github.com/google/morphie
mosaic,A C++ bindings generator for Rust.,16,5,2025-05-26T02:45:36Z,Rust,https://github.com/google/mosaic
motive,"A cross-platform, memory efficient, and performant animation system written in C++",203,41,2025-02-06T14:41:57Z,C++,https://github.com/google/motive
mount-zip,FUSE file system for ZIP archives,180,19,2025-06-25T13:03:26Z,C++,https://github.com/google/mount-zip
mouse-pose-analysis,,10,2,2024-11-11T01:55:05Z,C++,https://github.com/google/mouse-pose-analysis
mouse-pose-analysis-dataset,,10,0,2025-04-27T16:05:29Z,Jupyter Notebook,https://github.com/google/mouse-pose-analysis-dataset
moveit,,167,17,2024-11-17T08:47:30Z,Rust,https://github.com/google/moveit
mozart,Custom business logic for Search Ads 360,12,8,2025-03-02T15:44:38Z,Python,https://github.com/google/mozart
mozc,Mozc - a Japanese Input Method Editor designed for multi-platform,2620,411,2025-06-24T15:29:34Z,C++,https://github.com/google/mozc
mozc-devices,Circuit diagrams and firmware source code for Gboard DIY keyboards,2238,147,2025-06-21T23:06:42Z,Python,https://github.com/google/mozc-devices
mpact-cheriot,,1,1,2025-04-11T21:38:18Z,C++,https://github.com/google/mpact-cheriot
mpact-riscv,,18,4,2025-06-14T10:38:18Z,C++,https://github.com/google/mpact-riscv
mpact-sim,,29,6,2025-06-14T10:37:59Z,C++,https://github.com/google/mpact-sim
mpact-sim-codelabs,,3,0,2024-10-25T11:37:12Z,C++,https://github.com/google/mpact-sim-codelabs
mr4c,,907,218,2025-02-28T10:35:37Z,Java,https://github.com/google/mr4c
ms-tpm-20-ref,Reference implementation of the TCG Trusted Platform Module 2.0 specification.,4,2,2024-10-25T12:00:06Z,C,https://github.com/google/ms-tpm-20-ref
mt,"Modern, minimalist, minty-fresh terminal",52,13,2024-10-25T12:32:32Z,C++,https://github.com/google/mt
mtail,extract internal monitoring data from application logs for collection in a timeseries database,3924,387,2025-06-22T07:13:03Z,Go,https://github.com/google/mtail
mug,"A small Java 8 library (string manipulation, BiStream, Structured Concurrency, SQL Templates)",394,67,2025-06-25T03:09:48Z,Java,https://github.com/google/mug
multi-task-architecture-search,,12,5,2024-10-25T12:22:28Z,Python,https://github.com/google/multi-task-architecture-search
multibox,,308,95,2025-03-27T21:06:18Z,,https://github.com/google/multibox
multichannel-audio-tools,,92,36,2025-06-14T09:24:57Z,C++,https://github.com/google/multichannel-audio-tools
multichase,,132,88,2025-06-13T22:59:25Z,C,https://github.com/google/multichase
multispecies-whale-detection,,7,6,2025-02-14T01:43:51Z,Python,https://github.com/google/multispecies-whale-detection
mundane,"Mundane is a Rust cryptography library backed by BoringSSL that is difficult to misuse, ergonomic, and performant (in that order).",1074,45,2025-04-15T15:25:35Z,Rust,https://github.com/google/mundane
music-synthesizer-for-android,Automatically exported from code.google.com/p/music-synthesizer-for-android,427,83,2025-06-10T22:29:29Z,Jupyter Notebook,https://github.com/google/music-synthesizer-for-android
mweb-analysis-tools,,8,4,2024-11-23T20:51:46Z,JavaScript,https://github.com/google/mweb-analysis-tools
myanmar-tools,"Detect and convert the Zawgyi-One font encoding in C++, Java, JavaScript, PHP, and Ruby",250,84,2025-06-13T00:20:09Z,Java,https://github.com/google/myanmar-tools
myelin-acorn-electron-hardware,Phillip Pearson's retro hardware projects for the Acorn Electron,59,21,2025-05-01T04:15:12Z,Python,https://github.com/google/myelin-acorn-electron-hardware
mysql,Automatically exported from code.google.com/p/google-mysql,51,82,2025-05-03T06:56:48Z,C++,https://github.com/google/mysql
mysql-protobuf,,131,30,2025-04-09T10:46:26Z,C++,https://github.com/google/mysql-protobuf
mysql-ripple,"Ripple, a server that can serve as a middleman in MySQL replication",375,46,2025-06-10T07:52:09Z,C++,https://github.com/google/mysql-ripple
mysql-tools,,209,78,2025-06-24T09:34:39Z,Python,https://github.com/google/mysql-tools
mysteryofthreebots,,44,11,2025-04-30T16:15:12Z,TypeScript,https://github.com/google/mysteryofthreebots
mystyle,,121,17,2025-06-03T07:44:29Z,Python,https://github.com/google/mystyle
n-digit-mnist,,46,18,2024-10-25T12:26:44Z,Python,https://github.com/google/n-digit-mnist
namebench,namebench,920,157,2025-06-22T17:32:09Z,Go,https://github.com/google/namebench
nanolibc,,11,3,2025-02-11T18:49:50Z,C,https://github.com/google/nanolibc
nanopb-cpputest-comparators,CppUMock comparators for nanopb protobuf structs,4,1,2024-10-25T12:03:29Z,C++,https://github.com/google/nanopb-cpputest-comparators
nanopb-podspec,Manage CocoaPods nanopb distribution,7,8,2025-02-11T09:16:14Z,Ruby,https://github.com/google/nanopb-podspec
native-pkcs11,,61,17,2025-06-16T23:36:10Z,Rust,https://github.com/google/native-pkcs11
navc,C code indexer using language semantic from clang,61,18,2025-03-04T10:41:24Z,Go,https://github.com/google/navc
navi,,55,2,2025-06-03T07:49:17Z,Jupyter Notebook,https://github.com/google/navi
nccl-fastsocket,NCCL Fast Socket is a transport layer plugin to improve NCCL collective communication performance on Google Cloud.,117,13,2025-06-22T05:13:57Z,C++,https://github.com/google/nccl-fastsocket
nccl-plugin-gpudirecttcpx,,13,3,2025-06-25T10:23:19Z,C++,https://github.com/google/nccl-plugin-gpudirecttcpx
ndash,,40,17,2024-10-25T12:33:16Z,C++,https://github.com/google/ndash
ndprbrd,NDP Routing Bridge Daemon,39,17,2025-02-06T13:49:03Z,C++,https://github.com/google/ndprbrd
nearby,🐿️ A collection of projects focused on connectivity that enable building cross-device experiences.,833,173,2025-06-24T21:35:52Z,C++,https://github.com/google/nearby
nel-collector,Network Error Logging (NEL) collector,39,10,2025-05-13T10:23:24Z,Go,https://github.com/google/nel-collector
nel-reporter-java,Network Error Logging (NEL) Java Reporter,15,7,2024-10-25T12:02:38Z,Java,https://github.com/google/nel-reporter-java
neper,neper is a Linux networking performance tool.,311,79,2025-06-23T06:54:32Z,C,https://github.com/google/neper
nerfactor,Neural Factorization of Shape and Reflectance Under an Unknown Illumination,446,55,2025-04-19T05:41:06Z,Python,https://github.com/google/nerfactor
nerfies,"This is the code for Deformable Neural Radiance Fields, a.k.a. Nerfies.",1844,252,2025-06-25T07:00:17Z,Python,https://github.com/google/nerfies
netbsd-gce,NetBSD Support for Google Compute Engine,41,10,2025-06-17T16:59:37Z,Shell,https://github.com/google/netbsd-gce
netkat,"Domain specific language (DSL) and system for specifying, programming, and reasoning about packet-switched networks",21,2,2025-06-17T17:02:15Z,C++,https://github.com/google/netkat
netstack,IPv4 and IPv6 userland network stack,3105,281,2025-06-24T06:29:37Z,Go,https://github.com/google/netstack
network-mapper,,52,21,2024-10-25T12:14:45Z,,https://github.com/google/network-mapper
network-opt,A library for topological network optimization,151,17,2025-02-25T00:28:29Z,C++,https://github.com/google/network-opt
network-visualizer-x,,5,0,2023-03-29T17:08:49Z,,https://github.com/google/network-visualizer-x
net_http,,24,7,2025-01-19T12:56:08Z,C++,https://github.com/google/net_http
neural-light-transport,Neural Light Transport for Relighting and View Synthesis,275,36,2025-06-03T07:39:34Z,Python,https://github.com/google/neural-light-transport
neural-logic-machines,Implementation for the Neural Logic Machines (NLM).,286,47,2025-06-23T01:06:45Z,Python,https://github.com/google/neural-logic-machines
neural-tangents,Fast and Easy Infinite Neural Networks in Python,2347,232,2025-06-22T16:23:08Z,Jupyter Notebook,https://github.com/google/neural-tangents
neural_rerendering_in_the_wild,,207,33,2024-10-25T12:24:07Z,Python,https://github.com/google/neural_rerendering_in_the_wild
neuroglancer,WebGL-based viewer for volumetric data,1182,320,2025-06-24T18:44:07Z,TypeScript,https://github.com/google/neuroglancer
NeuroNER-CSPMC,,12,9,2024-12-10T15:04:20Z,Python,https://github.com/google/NeuroNER-CSPMC
new-project,This repository contains a template you can use to seed a repository for a new open source project.,221,157,2025-06-25T02:17:33Z,,https://github.com/google/new-project
next-prediction,"Code and model for ""Peeking into the Future: Predicting Future Person Activities and Locations in Videos"", Liang et al, CVPR 2019",355,99,2025-06-11T02:01:29Z,Python,https://github.com/google/next-prediction
nfc-smart-tag,Automatically exported from code.google.com/p/nfc-smart-tag,12,6,2023-05-05T16:56:43Z,Java,https://github.com/google/nfc-smart-tag
nftables,This repository contains a Go module to interact with Linux nftables (the iptables successor).,1209,151,2025-06-23T13:56:00Z,Go,https://github.com/google/nftables
nginx-sxg-module,NGINX SXG module,84,18,2025-05-23T21:53:53Z,C,https://github.com/google/nginx-sxg-module
ngrx-visualizer,,22,8,2025-02-13T16:49:25Z,TypeScript,https://github.com/google/ngrx-visualizer
ngx_brotli,NGINX module for Brotli compression,2159,224,2025-06-23T18:18:31Z,C,https://github.com/google/ngx_brotli
ngx_token_binding,NGINX module for Token Binding,45,11,2024-09-27T10:25:18Z,C,https://github.com/google/ngx_token_binding
night-sight,This is a github to host the webpage for: Handheld Mobile Photography in Very Low Light,82,12,2025-01-08T11:49:40Z,,https://github.com/google/night-sight
nips_assignments,"C++ code to help assign papers to reviewers, area chairs, etc in conferences like NIPS.",14,13,2024-10-25T12:30:49Z,C++,https://github.com/google/nips_assignments
nitroml,"NitroML is a modular, portable, and scalable model-quality benchmarking framework for Machine Learning and Automated Machine Learning (AutoML) pipelines.",43,6,2025-04-12T14:34:52Z,Jupyter Notebook,https://github.com/google/nitroml
nixysa,Automatically exported from code.google.com/p/nixysa,10,12,2024-10-25T12:22:50Z,Python,https://github.com/google/nixysa
NLSdata,,8,8,2023-03-29T17:08:56Z,R,https://github.com/google/NLSdata
node-armor,,4,0,2023-03-29T17:08:56Z,,https://github.com/google/node-armor
node-dependency-analysis,,16,9,2024-10-25T12:28:19Z,TypeScript,https://github.com/google/node-dependency-analysis
node-fastify-auto-push,Fastify plugin for HTTP/2 automatic server push,101,15,2024-10-25T11:31:07Z,TypeScript,https://github.com/google/node-fastify-auto-push
node-gles,,329,31,2025-06-05T02:25:36Z,C++,https://github.com/google/node-gles
node-h2-auto-push,HTTP/2 automatic server push,329,21,2025-06-23T19:57:30Z,TypeScript,https://github.com/google/node-h2-auto-push
node-nest,,4,12,2023-03-29T17:08:58Z,JavaScript,https://github.com/google/node-nest
node-sec-roadmap,Some thoughts on how Node.js might respond to a changing security environment,173,29,2025-03-26T07:42:33Z,JavaScript,https://github.com/google/node-sec-roadmap
nodejs-container-image-builder,a container registry client and image builder with support for protocol version 2 and no docker dependency,71,22,2025-05-18T16:29:47Z,TypeScript,https://github.com/google/nodejs-container-image-builder
nodejs-wiki,,17,7,2024-10-25T11:35:38Z,JavaScript,https://github.com/google/nodejs-wiki
nogotofail,An on-path blackbox network traffic security testing tool,2935,421,2025-06-07T07:15:58Z,Python,https://github.com/google/nogotofail
nomulus,Top-level domain name registry service on Google Cloud Platform,1741,280,2025-06-25T14:47:42Z,Java,https://github.com/google/nomulus
note-maps,"A personal knowledge base, an experimental project under development.",127,18,2025-05-02T17:28:53Z,Go,https://github.com/google/note-maps
novm,"Experimental KVM-based VMM for containers, written in Go.",1675,120,2025-06-11T06:07:18Z,Go,https://github.com/google/novm
nsc-tutorial,,3,2,2024-10-25T12:10:47Z,Jupyter Notebook,https://github.com/google/nsc-tutorial
nsjail,"A lightweight process isolation tool that utilizes Linux namespaces, cgroups, rlimits and seccomp-bpf syscall filters, leveraging the Kafel BPF language for enhanced security.",3367,289,2025-06-25T10:19:10Z,C++,https://github.com/google/nsjail
nsscache,asynchronously synchronise local NSS databases with remote directory services,148,56,2025-05-17T01:58:06Z,Python,https://github.com/google/nsscache
nsync,"nsync is a C library that exports various synchronization primitives, such as mutexes",1177,89,2025-06-23T17:40:18Z,C,https://github.com/google/nsync
